occupation,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
Prof-specialty,White,Male,0,1977,50,United-States,>50K
Tech-support,White,Male,0,1977,40,Germany,>50K
Prof-specialty,White,Female,0,1977,44,United-States,>50K
Machine-op-inspct,White,Male,0,1977,40,United-States,>50K
Prof-specialty,White,Male,0,1977,50,United-States,>50K
Tech-support,White,Male,0,1977,18,United-States,>50K
Exec-managerial,White,Male,0,1977,60,United-States,>50K
Sales,White,Male,0,1977,50,United-States,>50K
Prof-specialty,White,Female,0,1977,60,United-States,>50K
Prof-specialty,White,Male,0,1977,50,United-States,>50K
Prof-specialty,Asian-Pac-Islander,Male,0,1977,45,Hong,>50K
Exec-managerial,White,Male,0,1977,50,United-States,>50K
Prof-specialty,White,Female,0,1977,20,United-States,>50K
?,White,Female,0,1977,40,United-States,>50K
Prof-specialty,White,Male,0,1977,45,United-States,>50K
Exec-managerial,White,Male,0,1977,50,United-States,>50K
Exec-managerial,White,Male,0,1977,60,?,>50K
Prof-specialty,White,Male,0,1977,45,United-States,>50K
Exec-managerial,White,Male,0,1974,40,United-States,<=50K
Prof-specialty,Asian-Pac-Islander,Male,0,1974,40,United-States,<=50K
Sales,White,Female,0,1974,40,United-States,<=50K
Exec-managerial,White,Female,0,1974,40,United-States,<=50K
Adm-clerical,White,Female,0,1974,40,United-States,<=50K
Machine-op-inspct,White,Male,0,1974,40,United-States,<=50K
Adm-clerical,White,Female,0,1974,40,United-States,<=50K
Exec-managerial,White,Male,0,1974,55,United-States,<=50K
Prof-specialty,White,Male,0,1974,40,United-States,<=50K
Protective-serv,Black,Male,0,1974,40,United-States,<=50K
Craft-repair,White,Male,0,1974,40,United-States,<=50K
Sales,White,Female,0,1974,40,United-States,<=50K
Machine-op-inspct,White,Male,0,1974,40,United-States,<=50K
Tech-support,White,Female,0,1974,40,United-States,<=50K
Craft-repair,White,Male,0,1974,35,United-States,<=50K
Adm-clerical,White,Female,0,1974,20,United-States,<=50K
Adm-clerical,White,Female,0,1974,40,United-States,<=50K
Adm-clerical,White,Male,0,1974,40,United-States,<=50K
Adm-clerical,White,Female,0,1944,1,United-States,<=50K
Prof-specialty,White,Female,0,1902,60,Honduras,>50K
Prof-specialty,White,Male,0,1902,60,United-States,>50K
Prof-specialty,White,Male,0,1902,50,United-States,>50K
Tech-support,White,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,40,England,>50K
Prof-specialty,White,Male,0,1902,65,United-States,>50K
Prof-specialty,White,Male,0,1902,50,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Craft-repair,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Female,0,1902,46,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Other-service,White,Male,0,1902,60,United-States,>50K
Exec-managerial,White,Male,0,1902,45,United-States,>50K
Machine-op-inspct,Black,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,40,United-States,>50K
Craft-repair,White,Male,0,1902,40,United-States,<=50K
Exec-managerial,White,Male,0,1902,60,United-States,>50K
Adm-clerical,White,Female,0,1902,35,United-States,>50K
Machine-op-inspct,White,Male,0,1902,40,United-States,<=50K
Sales,White,Male,0,1902,40,United-States,>50K
Adm-clerical,White,Male,0,1902,40,United-States,<=50K
Prof-specialty,Black,Male,0,1902,60,?,>50K
Sales,White,Female,0,1902,40,United-States,>50K
Craft-repair,Asian-Pac-Islander,Male,0,1902,40,Philippines,>50K
Farming-fishing,White,Male,0,1902,80,United-States,>50K
Adm-clerical,White,Female,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,60,United-States,>50K
Exec-managerial,White,Male,0,1902,55,United-States,>50K
Prof-specialty,White,Male,0,1902,48,United-States,>50K
Tech-support,White,Male,0,1902,40,?,>50K
Exec-managerial,White,Male,0,1902,60,United-States,>50K
Craft-repair,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,50,Puerto-Rico,>50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Tech-support,Asian-Pac-Islander,Male,0,1902,40,Philippines,>50K
Adm-clerical,White,Female,0,1902,38,United-States,>50K
Craft-repair,Asian-Pac-Islander,Male,0,1902,40,United-States,>50K
Adm-clerical,White,Male,0,1902,50,United-States,>50K
Exec-managerial,White,Female,0,1902,60,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Female,0,1902,55,United-States,<=50K
Sales,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,43,United-States,>50K
Exec-managerial,White,Female,0,1902,40,United-States,>50K
Farming-fishing,White,Male,0,1902,60,United-States,>50K
Exec-managerial,White,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,60,United-States,>50K
Sales,White,Male,0,1902,50,United-States,>50K
Transport-moving,White,Male,0,1902,70,Canada,>50K
Exec-managerial,White,Male,0,1902,45,Germany,>50K
Prof-specialty,White,Female,0,1902,35,United-States,>50K
Exec-managerial,White,Female,0,1902,35,United-States,>50K
Exec-managerial,White,Male,0,1902,52,United-States,>50K
Sales,White,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,45,United-States,>50K
Craft-repair,White,Male,0,1902,50,United-States,>50K
Exec-managerial,Black,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Female,0,1902,18,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Protective-serv,White,Male,0,1902,40,United-States,>50K
Transport-moving,White,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,40,United-States,>50K
Adm-clerical,White,Male,0,1902,50,?,>50K
Exec-managerial,White,Male,0,1902,50,Greece,>50K
Sales,White,Male,0,1902,42,?,>50K
Sales,Asian-Pac-Islander,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,45,United-States,>50K
Sales,White,Male,0,1902,45,United-States,>50K
Prof-specialty,White,Male,0,1902,38,United-States,>50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Sales,White,Male,0,1902,45,United-States,>50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Exec-managerial,White,Male,0,1902,48,United-States,>50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Exec-managerial,Black,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Tech-support,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,45,United-States,>50K
Prof-specialty,Asian-Pac-Islander,Male,0,1902,40,South,>50K
Craft-repair,White,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,55,United-States,>50K
Prof-specialty,White,Female,0,1902,40,United-States,>50K
Prof-specialty,White,Female,0,1902,32,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,55,United-States,>50K
Sales,Black,Male,0,1902,50,United-States,>50K
Exec-managerial,White,Male,0,1902,55,United-States,>50K
Prof-specialty,White,Male,0,1902,50,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,45,United-States,>50K
Prof-specialty,White,Male,0,1902,42,United-States,>50K
Tech-support,White,Male,0,1902,42,United-States,>50K
Exec-managerial,White,Female,0,1902,38,United-States,>50K
Farming-fishing,White,Male,0,1902,55,United-States,>50K
Machine-op-inspct,Black,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Female,0,1902,40,United-States,>50K
Exec-managerial,Asian-Pac-Islander,Male,0,1902,40,South,>50K
Exec-managerial,White,Female,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Exec-managerial,Asian-Pac-Islander,Male,0,1902,65,United-States,>50K
Transport-moving,Amer-Indian-Eskimo,Male,0,1902,40,United-States,<=50K
Sales,White,Male,0,1902,55,United-States,>50K
Exec-managerial,White,Male,0,1902,60,United-States,>50K
?,White,Female,0,1902,20,United-States,>50K
Prof-specialty,White,Male,0,1902,50,United-States,>50K
Tech-support,White,Female,0,1902,32,United-States,>50K
Sales,White,Male,0,1902,35,United-States,>50K
Prof-specialty,Asian-Pac-Islander,Male,0,1902,40,China,>50K
Exec-managerial,White,Male,0,1902,45,United-States,>50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Sales,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,50,United-States,>50K
Craft-repair,White,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,37,United-States,<=50K
Exec-managerial,White,Male,0,1902,40,United-States,<=50K
Protective-serv,White,Male,0,1902,40,United-States,>50K
Craft-repair,White,Male,0,1902,40,United-States,>50K
Craft-repair,White,Male,0,1902,40,United-States,>50K
Adm-clerical,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,60,United-States,>50K
Prof-specialty,White,Female,0,1902,52,United-States,>50K
Adm-clerical,Black,Male,0,1902,36,United-States,>50K
Craft-repair,Black,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,30,United-States,>50K
Prof-specialty,White,Male,0,1902,50,United-States,>50K
Transport-moving,White,Male,0,1902,50,United-States,>50K
Adm-clerical,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,55,United-States,>50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Prof-specialty,White,Male,0,1902,45,United-States,>50K
Adm-clerical,White,Male,0,1902,50,United-States,>50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Craft-repair,White,Male,0,1902,45,United-States,>50K
Craft-repair,White,Male,0,1902,40,United-States,>50K
Sales,White,Female,0,1902,35,United-States,>50K
Prof-specialty,White,Male,0,1902,65,United-States,>50K
Prof-specialty,White,Male,0,1902,50,United-States,>50K
Prof-specialty,White,Male,0,1902,50,United-States,>50K
Transport-moving,White,Male,0,1902,40,United-States,<=50K
Prof-specialty,Asian-Pac-Islander,Male,0,1902,40,Taiwan,>50K
Craft-repair,White,Male,0,1902,60,United-States,>50K
Exec-managerial,White,Male,0,1902,60,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Craft-repair,White,Male,0,1902,40,United-States,>50K
Craft-repair,White,Male,0,1902,50,United-States,<=50K
Machine-op-inspct,White,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,40,United-States,>50K
?,White,Male,0,1902,40,United-States,>50K
Adm-clerical,White,Male,0,1902,40,United-States,>50K
Protective-serv,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,32,United-States,>50K
Craft-repair,White,Male,0,1902,40,United-States,<=50K
Craft-repair,White,Male,0,1902,40,United-States,>50K
Machine-op-inspct,White,Male,0,1902,40,United-States,<=50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Sales,White,Male,0,1902,55,United-States,>50K
Transport-moving,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,50,United-States,>50K
Sales,White,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,56,United-States,>50K
Prof-specialty,White,Female,0,1902,50,United-States,>50K
Sales,White,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,40,United-States,>50K
Protective-serv,White,Male,0,1902,48,United-States,>50K
Prof-specialty,Asian-Pac-Islander,Male,0,1902,55,India,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Prof-specialty,White,Male,0,1902,45,United-States,<=50K
?,Black,Male,0,1902,60,United-States,>50K
Craft-repair,White,Male,0,1902,40,?,>50K
Exec-managerial,White,Male,0,1902,60,United-States,>50K
Adm-clerical,White,Male,0,1902,45,United-States,>50K
Exec-managerial,White,Male,0,1902,15,United-States,>50K
Sales,White,Male,0,1902,50,United-States,>50K
Craft-repair,White,Male,0,1902,48,United-States,>50K
Sales,White,Male,0,1902,60,United-States,>50K
Transport-moving,White,Male,0,1902,45,United-States,<=50K
Exec-managerial,White,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,50,United-States,>50K
Prof-specialty,White,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,40,United-States,>50K
Exec-managerial,White,Male,0,1902,60,Cuba,>50K
Exec-managerial,White,Male,0,1902,55,United-States,>50K
Tech-support,White,Female,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,40,United-States,>50K
Craft-repair,White,Male,0,1902,99,United-States,>50K
Exec-managerial,White,Male,0,1902,40,United-States,>50K
Craft-repair,White,Male,0,1902,40,United-States,>50K
Other-service,White,Male,0,1902,40,United-States,>50K
Sales,White,Male,0,1902,45,United-States,>50K
Prof-specialty,White,Male,0,1902,43,United-States,>50K
Craft-repair,White,Male,0,1902,50,United-States,>50K
Other-service,White,Male,0,1887,50,Canada,>50K
Prof-specialty,White,Female,0,1887,50,United-States,>50K
?,White,Female,0,1887,40,United-States,>50K
Craft-repair,White,Male,0,1887,47,United-States,>50K
Prof-specialty,White,Male,0,1887,40,United-States,>50K
Craft-repair,Black,Male,0,1887,40,?,>50K
Transport-moving,White,Male,0,1887,40,United-States,>50K
Craft-repair,White,Male,0,1887,50,United-States,>50K
Exec-managerial,White,Male,0,1887,50,United-States,>50K
Craft-repair,White,Male,0,1887,40,United-States,>50K
Prof-specialty,White,Male,0,1887,35,United-States,>50K
Exec-managerial,White,Male,0,1887,50,United-States,>50K
Exec-managerial,Asian-Pac-Islander,Female,0,1887,40,Philippines,>50K
Exec-managerial,White,Male,0,1887,65,United-States,>50K
Exec-managerial,White,Male,0,1887,50,United-States,>50K
Protective-serv,White,Male,0,1887,40,United-States,>50K
Exec-managerial,White,Male,0,1887,60,United-States,>50K
Sales,White,Male,0,1887,40,United-States,>50K
Exec-managerial,White,Male,0,1887,45,United-States,>50K
Exec-managerial,White,Male,0,1887,50,United-States,>50K
Craft-repair,White,Male,0,1887,40,United-States,>50K
Machine-op-inspct,White,Male,0,1887,40,United-States,>50K
Prof-specialty,White,Male,0,1887,45,United-States,>50K
Protective-serv,White,Male,0,1887,45,United-States,>50K
Protective-serv,White,Male,0,1887,60,United-States,>50K
Prof-specialty,White,Female,0,1887,70,United-States,>50K
Exec-managerial,White,Male,0,1887,55,United-States,>50K
Protective-serv,White,Male,0,1887,40,United-States,>50K
Prof-specialty,White,Male,0,1887,40,United-States,>50K
Exec-managerial,White,Female,0,1887,40,United-States,>50K
Tech-support,White,Male,0,1887,45,United-States,>50K
Prof-specialty,White,Male,0,1887,40,United-States,>50K
Sales,White,Male,0,1887,55,United-States,>50K
Prof-specialty,White,Female,0,1887,40,United-States,>50K
Craft-repair,White,Male,0,1887,35,United-States,>50K
Handlers-cleaners,White,Male,0,1887,40,United-States,>50K
Transport-moving,White,Male,0,1887,40,United-States,>50K
Exec-managerial,White,Male,0,1887,67,United-States,>50K
Prof-specialty,Black,Male,0,1887,48,United-States,>50K
Prof-specialty,White,Male,0,1887,40,United-States,>50K
Machine-op-inspct,White,Male,0,1887,40,United-States,>50K
Exec-managerial,Asian-Pac-Islander,Male,0,1887,50,?,>50K
Exec-managerial,White,Male,0,1887,40,United-States,>50K
Exec-managerial,White,Male,0,1887,45,United-States,>50K
Craft-repair,White,Male,0,1887,40,Ireland,>50K
Exec-managerial,White,Male,0,1887,70,United-States,>50K
Sales,White,Male,0,1887,46,United-States,>50K
Adm-clerical,White,Female,0,1887,20,United-States,>50K
Craft-repair,White,Male,0,1887,40,United-States,>50K
Craft-repair,White,Male,0,1887,55,United-States,>50K
Sales,White,Male,0,1887,40,United-States,>50K
Craft-repair,White,Male,0,1887,40,United-States,>50K
Tech-support,Black,Male,0,1887,40,Trinadad&Tobago,>50K
Prof-specialty,White,Female,0,1887,40,United-States,>50K
Transport-moving,White,Male,0,1887,65,United-States,>50K
Transport-moving,White,Male,0,1887,40,United-States,>50K
Prof-specialty,White,Male,0,1887,70,Germany,>50K
Prof-specialty,White,Male,0,1887,40,United-States,>50K
Machine-op-inspct,White,Male,0,1887,60,United-States,>50K
Exec-managerial,Black,Male,0,1887,40,United-States,>50K
Sales,White,Male,0,1887,55,United-States,>50K
Transport-moving,White,Male,0,1887,45,United-States,>50K
Exec-managerial,Black,Male,0,1887,55,United-States,>50K
Machine-op-inspct,White,Male,0,1887,40,United-States,>50K
Adm-clerical,Black,Female,0,1887,40,United-States,>50K
Sales,White,Male,0,1887,40,United-States,>50K
Exec-managerial,White,Male,0,1887,40,United-States,>50K
Prof-specialty,White,Male,0,1887,40,United-States,>50K
Transport-moving,White,Male,0,1887,45,United-States,>50K
Machine-op-inspct,White,Male,0,1887,40,United-States,>50K
Tech-support,White,Female,0,1887,40,United-States,>50K
Exec-managerial,White,Male,0,1887,45,United-States,>50K
Sales,White,Male,0,1887,55,United-States,>50K
Sales,White,Male,0,1887,40,United-States,>50K
Adm-clerical,White,Male,0,1887,40,United-States,>50K
Handlers-cleaners,White,Male,0,1887,40,United-States,>50K
Prof-specialty,White,Male,0,1887,50,United-States,>50K
Craft-repair,White,Male,0,1887,60,United-States,>50K
Exec-managerial,White,Male,0,1887,50,United-States,>50K
